_3FGL,Na,RAJ2000,DEJ2000,amaj,amin,phi,Sig,F35,S25,Gamma,Mod,Var,Flag,Assoc,TeV,Class,ID,Simbad,File,LC,F1,E_F1,F2,E_F2,F3,E_F3,F4,E_F4,F5,E_F5,Source,TYPE,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,RA_d,DEC_d,SCRIPT_NUMBER_ID,Ang_Sep,Var_1,LL,VHE,SpCl,SEDCl,z,alpha,e_alpha,Var_2,F2_F1,F4_F3
J0038.0-2501,2,9.509,-25.032,0.106,0.101,-80,10.1,0.5,6.6,2.44,PL,T,,2FGL J0038.3-2457,,fsrq,PKS 0035-252,Simbad,J0038.0-2501,LC,1.12,0.27,0.22,0.04,0.44,0.09,0.66,0.31,0.04,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,1.50
J0039.0-2218,1,9.750,-22.307,0.105,0.094,-35,4.4,0.2,2.3,1.72,PL,,,2FGL J0038.7-2215,,bcu,PMN J0039-2220,Simbad,J0039.0-2218,LC,0.00,0.18,0.03,0.03,0.10,0.06,0.66,0.31,0.21,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60
J0039.1+4330,2,9.798,43.502,0.057,0.053,54,7.0,0.3,3.8,1.96,PL,,,2FGL J0039.1+4331,,bcu,NVSS J003907+433015,Simbad,J0039.1p4330,LC,0.29,0.25,0.03,0.03,0.26,0.09,0.74,0.33,0.27,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,2.85
J0039.1-0939,2,9.782,-9.658,0.283,0.144,87,4.8,0.2,3.9,2.59,PL,,,3EG J0038-0949,,fsrq,TXS 0036-099,Simbad,J0039.1-0939,LC,0.45,0.31,0.19,0.05,0.17,0.08,0.07,0.28,0.00,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.41
J0039.3+6256,2,9.834,62.942,0.056,0.054,-27,12.0,2.1,9.1,2.12,LP,,,2FGL J0038.8+6259,,,,Simbad,J0039.3p6256,LC,0.00,0.23,0.16,0.06,1.61,0.21,4.56,0.76,0.00,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83
J0040.3+4049,1,10.083,40.818,0.043,0.040,70,6.4,0.1,2.5,1.13,PL,,,1FHL J0040.3+4049,,bcu,B3 0037+405,Simbad,J0040.3p4049,LC,0.21,0.30,0.03,0.03,0.04,0.07,0.19,0.21,0.38,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,4.75
J0040.5-2339,1,10.147,-23.651,0.089,0.074,36,4.3,0.2,2.1,1.95,PL,,,,,bcu,PMN J0040-2340,Simbad,J0040.5-2339,LC,0.00,0.23,0.06,0.04,0.13,0.07,0.30,0.26,0.27,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31
J0041.9+3639,1,10.500,36.662,0.070,0.067,46,4.6,0.2,2.5,1.98,PL,,,,,bll,RX J0042.0+3641,Simbad,J0041.9p3639,LC,0.00,0.15,0.14,0.04,0.04,0.07,0.30,0.26,0.32,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50
J0042.0+2318,1,10.518,23.305,0.200,0.118,-30,6.1,0.4,4.6,2.35,PL,,,1FGL J0041.9+2318,,fsrq,PKS 0039+230,Simbad,J0042.0p2318,LC,0.59,0.34,0.16,0.05,0.25,0.09,0.83,0.35,0.00,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,3.32
J0042.5+4117,1,10.629,41.296,0.165,0.133,-42,5.8,0.4,5.9,2.56,PL,,,2FGL J0042.5+4114,,gal,M31,Simbad,J0042.5p4117,LC,0.58,0.49,0.17,0.06,0.43,0.11,0.20,0.23,0.05,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.47
J0043.5-0444,1,10.892,-4.740,0.062,0.053,59,5.8,0.2,3.0,1.73,PL,,,,,bcu,1RXS J004333.7-044257,Simbad,J0043.5-0444,LC,0.30,0.27,0.02,0.04,0.10,0.07,0.61,0.33,0.43,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,6.10
J0043.7-1117,1,10.935,-11.288,0.074,0.068,1,5.9,0.2,3.7,1.59,PL,,,1FHL J0044.0-1111,,bcu,1RXS J004349.3-111612,Simbad,J0043.7-1117,LC,0.08,0.23,0.00,0.02,0.16,0.08,0.89,0.38,0.41,0.24,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,5.56
J0043.8+3425,3,10.969,34.429,0.035,0.033,-85,22.6,1.6,17.9,2.04,PL,T,,1FHL J0043.7+3425,,fsrq,GB6 J0043+3426,Simbad,J0043.8p3425,LC,1.08,0.25,0.43,0.05,1.01,0.13,4.19,0.62,1.05,0.33,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,4.15
J0045.2-3704,1,11.311,-37.080,0.094,0.079,-35,13.6,0.6,8.7,2.54,PL,T,,2FGL J0044.7-3702,,bcu,PKS 0042-373,Simbad,J0045.2-3704,LC,1.43,0.23,0.30,0.04,0.45,0.10,0.93,0.36,0.07,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,2.07
J0045.3+2126,3,11.349,21.446,0.026,0.024,29,22.3,1.4,16.1,1.90,PL,,,1FHL J0045.2+2126,,bll,GB6 J0045+2127,Simbad,J0045.3p2126,LC,1.01,0.34,0.27,0.05,0.81,0.12,4.38,0.64,1.30,0.33,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,5.41
J0045.7+1217,1,11.435,12.288,0.038,0.036,-87,14.5,1.0,10.8,1.96,PL,,,2FGL J0045.5+1218,,bll,GB6 J0045+1217,Simbad,J0045.7p1217,LC,0.24,0.26,0.20,0.05,0.70,0.12,2.29,0.52,0.65,0.26,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,3.27
J0046.7-8419,2,11.688,-84.320,0.155,0.124,75,6.2,0.3,6.5,2.82,PL,,,2FGL J0046.7-8416,,fsrq,PKS 0044-84,Simbad,J0046.7-8419,LC,1.12,0.40,0.20,0.06,0.36,0.11,0.30,0.24,0.00,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.83
J0047.0+5658,2,11.767,56.972,0.042,0.038,73,18.1,1.6,18.3,2.22,PL,T,3,2FGL J0047.2+5657,,bll,GB6 J0047+5657,Simbad,J0047.0p5658,LC,2.32,0.37,0.46,0.07,1.28,0.16,4.16,0.64,0.55,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,3.25
J0047.5-2516,2,11.887,-25.275,0.097,0.068,-79,12.9,0.8,8.6,2.17,PL,,,2FGL J0047.0-2516,P,sbg,NGC 253,Simbad,J0047.5-2516,LC,0.93,0.25,0.25,0.04,0.51,0.10,1.79,0.47,0.33,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,3.51
J0047.9+5447,1,11.984,54.797,0.066,0.054,-23,5.0,0.1,2.9,1.33,PL,,,,,bcu,1RXS J004754.5+544758,Simbad,J0047.9p5447,LC,0.00,0.23,0.04,0.04,0.06,0.09,0.17,0.24,0.58,0.24,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83
J0048.0+2236,2,12.013,22.601,0.081,0.065,9,14.2,0.9,11.7,2.33,PL,T,,2FGL J0047.9+2232,,fsrq,NVSS J004802+223525,Simbad,J0048.0p2236,LC,1.04,0.41,0.42,0.05,0.71,0.12,1.82,0.47,0.15,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,2.56
J0048.0+3950,1,12.007,39.843,0.077,0.054,-12,9.2,0.5,5.8,1.88,PL,,,,,bll,B3 0045+395,Simbad,J0048.0p3950,LC,0.30,0.27,0.10,0.04,0.32,0.10,1.04,0.36,0.75,0.27,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,3.25
J0048.1-6343,1,12.050,-63.732,0.138,0.099,-9,6.8,0.3,3.9,2.11,PL,,,2FGL J0048.8-6347,,,,Simbad,J0048.1-6343,LC,0.00,0.22,0.09,0.04,0.33,0.08,0.87,0.33,0.08,0.13,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
J0049.0+4224,1,12.253,42.413,0.047,0.041,70,6.9,0.3,3.3,1.77,PL,,,,,,,Simbad,J0049.0p4224,LC,0.02,0.26,0.08,0.04,0.12,0.08,0.77,0.32,0.43,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,6.42
J0049.4-4149,1,12.360,-41.825,0.085,0.068,-62,5.7,0.3,2.8,2.15,PL,,,,,bcu,1RXS J004939.9-415133,Simbad,J0049.4-4149,LC,0.52,0.22,0.09,0.04,0.07,0.06,0.48,0.28,0.33,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,6.86
J0049.4-5401,1,12.353,-54.022,0.093,0.084,38,6.0,0.3,3.1,2.14,PL,,,,,bcu,PMN J0049-5402,Simbad,J0049.4-5401,LC,0.43,0.22,0.08,0.03,0.17,0.07,0.57,0.29,0.28,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,3.35
J0049.7+0237,2,12.441,2.625,0.078,0.056,-42,13.1,0.8,9.3,2.24,PL,T,,2FGL J0050.2+0234,,bll,PKS 0047+023,Simbad,J0049.7p0237,LC,0.98,0.27,0.25,0.05,0.53,0.11,2.00,0.49,0.28,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,3.77
J0049.8-5737,2,12.463,-57.625,0.057,0.056,6,10.1,0.4,6.1,2.46,PL,,,2FGL J0049.7-5738,,fsrq,PKS 0047-579,Simbad,J0049.8-5737,LC,1.39,0.32,0.17,0.04,0.32,0.08,0.61,0.29,0.33,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,1.91
J0050.0-4458,1,12.514,-44.972,0.150,0.140,26,6.1,0.2,3.8,2.53,PL,,,,,bcu,PMN J0049-4457,Simbad,J0050.0-4458,LC,0.54,0.23,0.09,0.04,0.27,0.08,0.61,0.29,0.00,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,2.26
J0050.4-0449,2,12.621,-4.832,0.113,0.100,45,9.0,0.5,7.5,2.45,PL,,,2FGL J0050.1-0452,,fsrq,PKS 0047-051,Simbad,J0050.4-0449,LC,0.84,0.41,0.24,0.05,0.42,0.11,0.94,0.36,0.04,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,2.24
J0050.6-0929,4,12.674,-9.485,0.027,0.026,-79,42.0,3.6,40.3,2.09,PL,T,,1FHL J0050.6-0930,,BLL,PKS 0048-09,Simbad,J0050.6-0929,LC,2.82,0.32,1.02,0.06,2.66,0.18,7.74,0.86,2.29,0.48,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,2.91
J0051.0-0649,3,12.766,-6.818,0.063,0.059,-74,18.4,1.4,11.9,2.29,LP,T,,2FGL J0051.0-0648,,fsrq,PKS 0048-071,Simbad,J0051.0-0649,LC,1.25,0.30,0.49,0.06,1.08,0.14,2.22,0.53,0.13,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,2.06
J0051.2-6241,3,12.820,-62.688,0.029,0.026,32,23.4,1.2,16.5,1.66,PL,,,1FHL J0051.3-6240,,bcu,1RXS J005117.7-624154,Simbad,J0051.2-6241,LC,0.56,0.21,0.11,0.03,0.62,0.10,3.92,0.58,2.11,0.41,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,6.32
J0051.6+6445,1,12.904,64.759,0.072,0.059,49,5.6,0.7,8.2,2.28,PL,,"3,4",,,,,Simbad,J0051.6p6445,LC,0.96,0.49,0.25,0.10,0.69,0.21,1.33,0.55,0.21,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.93
J0054.8-2455,3,13.723,-24.924,0.042,0.032,17,15.8,0.8,10.5,1.78,PL,,,1FHL J0054.8-2456,,bll,FRBA J0054-2455,Simbad,J0054.8-2455,LC,0.01,0.25,0.13,0.04,0.49,0.09,2.65,0.53,0.88,0.30,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,5.41
J0055.2-1213,1,13.801,-12.233,0.138,0.117,-64,4.7,0.2,3.2,2.40,PL,,,,,bcu,TXS 0052-125,Simbad,J0055.2-1213,LC,0.41,0.28,0.12,0.04,0.18,0.09,0.38,0.27,0.15,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,2.11
J0056.3-0935,1,14.090,-9.594,0.062,0.051,25,9.9,0.5,6.5,1.79,PL,,,,,bll,TXS 0053-098,Simbad,J0056.3-0935,LC,0.00,0.31,0.09,0.04,0.31,0.09,1.25,0.42,0.94,0.32,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03
J0056.3-2116,2,14.076,-21.280,0.057,0.051,-88,12.0,0.6,7.7,1.81,PL,,,2FGL J0056.8-2111,,bll,PMN J0056-2117,Simbad,J0056.3-2116,LC,0.08,0.18,0.08,0.03,0.44,0.09,1.78,0.47,0.76,0.29,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,4.05
J0057.9-0542,1,14.483,-5.708,0.169,0.127,-20,5.2,0.3,4.2,2.42,PL,,1,,,fsrq,PKS 0055-059,Simbad,J0057.9-0542,LC,0.46,0.35,0.14,0.05,0.24,0.10,0.48,0.31,0.09,0.12,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,2.00
J0058.0-3233,3,14.513,-32.567,0.045,0.042,50,20.5,1.2,13.6,2.06,PL,,,1FHL J0058.6-3236,,bll,PKS 0055-328,Simbad,J0058.0-3233,LC,0.77,0.21,0.29,0.04,1.03,0.12,2.54,0.52,0.68,0.27,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,2.47
J0058.3+3315,2,14.587,33.267,0.111,0.098,-68,8.3,0.5,6.2,2.41,PL,T,,2FGL J0057.9+3311,,fsrq,MG3 J005830+3311,Simbad,J0058.3p3315,LC,1.00,0.28,0.18,0.05,0.48,0.11,0.85,0.34,0.03,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,1.77
J0059.0-7242e,2,14.750,-72.700,,,,27.9,3.5,40.4,2.22,PL,,3,2FGL J0059.0-7242e,,GAL,SMC,Simbad,J0059.0-7242e,LC,3.31,0.37,1.31,0.08,2.83,0.24,6.23,1.07,0.82,0.52,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,2.20
J0059.1-5701,1,14.796,-57.022,0.168,0.140,49,11.2,0.5,8.5,2.62,PL,,3,2FGL J0059.7-5700,,bcu,PKS 0056-572,Simbad,J0059.1-5701,LC,0.96,0.33,0.34,0.05,0.52,0.10,0.41,0.28,0.00,0.10,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.79
J0059.2-0152,1,14.808,-1.883,0.070,0.067,32,6.0,0.3,3.4,1.74,PL,,,2FGL J0059.2-0151,,bll,1RXS J005916.3-015030,Simbad,J0059.2-0152,LC,0.17,0.25,0.07,0.04,0.05,0.07,0.66,0.33,0.41,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,13.20
J0059.6+0003,1,14.905,0.052,0.233,0.193,-54,4.5,0.3,3.8,2.48,PL,,,,,fsrq,PKS 0056-00,Simbad,J0059.6p0003,LC,0.50,0.37,0.13,0.05,0.23,0.09,0.34,0.29,0.02,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.48
J0100.2+0745,4,15.068,7.766,0.030,0.029,-69,23.1,1.6,19.3,1.80,PL,T,,1FHL J0100.2+0747,,bll,GB6 J0100+0745,Simbad,J0100.2p0745,LC,0.27,0.27,0.20,0.05,1.05,0.13,4.79,0.69,1.87,0.43,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,4.56
J0101.0-6422,2,15.271,-64.373,0.040,0.040,-64,26.9,1.9,12.5,2.16,EC,,,2FGL J0101.2-6425,,PSR,PSR J0101-6422,Simbad,J0101.0-6422,LC,0.87,0.21,0.43,0.04,1.71,0.14,2.70,0.49,0.08,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,1.58
J0102.1+0943,2,15.540,9.728,0.082,0.067,-53,7.1,0.5,5.2,2.07,PL,,,2FGL J0102.2+0943,,,,Simbad,J0102.1p0943,LC,0.28,0.26,0.15,0.04,0.28,0.10,0.91,0.42,0.49,0.25,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,3.25
J0102.1+4458,1,15.537,44.972,0.175,0.121,42,4.1,0.3,3.0,2.27,PL,,9,,,,,Simbad,J0102.1p4458,LC,0.63,0.26,0.09,0.04,0.06,0.07,0.92,0.37,0.10,0.13,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,15.33
J0102.3+4217,2,15.595,42.289,0.124,0.108,10,12.7,0.5,10.0,2.69,PL,T,,2FGL J0102.3+4216,,fsrq,GB6 J0102+4214,Simbad,J0102.3p4217,LC,2.17,0.31,0.36,0.05,0.47,0.11,0.36,0.27,0.00,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.77
J0102.8+4840,2,15.701,48.673,0.038,0.036,27,20.3,2.2,16.8,2.20,EC,,,2FGL J0102.9+4838,,PSR,PSR J0102+4839,Simbad,J0102.8p4840,LC,1.94,0.29,0.48,0.07,1.91,0.18,3.74,0.62,0.37,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.96
J0102.8+5825,2,15.704,58.424,0.020,0.019,1,51.5,6.2,59.5,2.25,LP,T,,2FGL J0102.7+5827,,fsrq,TXS 0059+581,Simbad,J0102.8p5825,LC,5.98,0.40,2.18,0.09,5.13,0.25,9.70,0.88,1.78,0.37,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,1.89
J0103.4+5336,2,15.864,53.615,0.045,0.040,-50,10.4,0.7,7.6,2.04,PL,,,1FHL J0103.4+5336,,bll,1RXS J010325.9+533721,Simbad,J0103.4p5336,LC,0.48,0.30,0.16,0.06,0.44,0.12,1.49,0.43,0.77,0.26,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,3.39
J0103.7+1323,1,15.941,13.392,0.082,0.068,-48,7.1,0.4,4.3,1.98,PL,,,2FGL J0103.8+1324,,bcu,NVSS J010345+132346,Simbad,J0103.7p1323,LC,0.19,0.24,0.03,0.04,0.28,0.09,1.31,0.41,0.18,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,4.68
J0105.1-2415,2,16.291,-24.259,0.119,0.102,32,13.2,0.5,9.2,2.61,PL,T,,2FGL J0105.0-2411,,fsrq,PKS 0102-245,Simbad,J0105.1-2415,LC,1.71,0.26,0.35,0.05,0.46,0.10,0.58,0.37,0.07,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,1.26
J0105.3+3928,2,16.330,39.472,0.092,0.083,-84,8.1,0.4,5.5,2.33,PL,,,2FGL J0105.3+3930,,bll,GB6 J0105+3928,Simbad,J0105.3p3928,LC,0.99,0.26,0.18,0.04,0.26,0.09,1.08,0.36,0.07,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,4.15
J0106.5+4855,2,16.627,48.924,0.034,0.032,-17,27.5,3.4,19.1,2.11,EC,,,2FGL J0106.5+4854,,PSR,LAT PSR J0106+4855,Simbad,J0106.5p4855,LC,0.01,0.50,0.57,0.07,2.50,0.20,7.64,0.83,0.01,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,57.00,3.06
J0107.0-1208,1,16.770,-12.142,0.123,0.107,-59,5.1,0.3,3.3,2.18,PL,,,,,bcu,PMN J0107-1211,Simbad,J0107.0-1208,LC,0.40,0.28,0.07,0.04,0.24,0.09,0.89,0.38,0.08,0.13,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,3.71
J0108.5-0035,1,17.140,-0.594,0.233,0.200,81,4.2,0.3,3.5,2.39,PL,,,,,fsrq,PKS 0105-008,Simbad,J0108.5-0035,LC,0.35,0.36,0.12,0.05,0.30,0.10,0.31,0.28,0.00,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,1.03
J0108.7+0134,3,17.180,1.579,0.026,0.025,-88,71.7,5.3,63.8,2.39,LP,T,,1FHL J0108.4+0134,,fsrq,4C +01.02,Simbad,J0108.7p0134,LC,9.59,0.42,2.53,0.08,4.30,0.22,8.54,0.90,0.86,0.32,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.99
J0109.1+1816,2,17.278,18.270,0.047,0.043,-66,10.5,0.6,6.3,2.04,PL,,,2FGL J0109.0+1817,,bll,MG1 J010908+1816,Simbad,J0109.1p1816,LC,0.39,0.31,0.10,0.04,0.46,0.11,1.19,0.37,0.63,0.25,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,2.59
J0109.8+6132,1,17.468,61.549,0.033,0.032,-6,36.5,3.6,50.9,2.54,LP,T,,2FGL J0109.9+6132,,fsrq,TXS 0106+612,Simbad,J0109.8p6132,LC,9.19,0.51,2.15,0.11,3.40,0.24,2.81,0.60,0.36,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.83
J0109.9-4020,2,17.482,-40.334,0.052,0.046,84,7.7,0.3,3.5,1.73,PL,,,1FHL J0110.0-4023,,bll,RBS 0158,Simbad,J0109.9-4020,LC,0.01,0.16,0.00,0.03,0.29,0.08,0.48,0.27,0.32,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.66
J0110.2+6806,3,17.575,68.115,0.025,0.022,-14,19.9,1.9,21.5,1.99,PL,,,1FHL J0110.3+6805,,bll,4C +67.04,Simbad,J0110.2p6806,LC,1.29,0.57,0.45,0.09,1.22,0.18,4.23,0.64,2.00,0.38,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,3.47
J0110.9-1254,1,17.735,-12.913,0.081,0.069,-57,5.8,0.3,3.3,1.93,PL,,,,,bll,1RXS J011050.0-125455,Simbad,J0110.9-1254,LC,0.02,0.32,0.06,0.04,0.24,0.09,0.24,0.28,0.36,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,1.00
J0111.5+0535,1,17.877,5.586,0.083,0.078,7,5.2,0.3,2.9,1.92,PL,,,,,bll,1RXS J011130.5+053612,Simbad,J0111.5p0535,LC,0.00,0.22,0.03,0.03,0.13,0.09,0.85,0.36,0.23,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54
J0112.1+2245,4,18.027,22.759,0.016,0.015,18,81.1,8.7,77.8,2.03,LP,T,,1FHL J0112.0+2244,,BLL,S2 0109+22,Simbad,J0112.1p2245,LC,4.66,0.29,2.07,0.07,6.40,0.26,19.55,1.22,4.65,0.63,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,3.05
J0112.8+3207,3,18.210,32.127,0.028,0.026,-85,44.5,3.0,38.7,2.36,PL,T,,1FHL J0112.9+3207,,fsrq,4C +31.03,Simbad,J0112.8p3207,LC,5.43,0.31,1.32,0.06,2.60,0.17,4.50,0.66,0.86,0.28,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,1.73
J0112.9-7506,1,18.244,-75.105,0.121,0.098,9,5.4,0.3,3.3,2.17,PL,,,,,,,Simbad,J0112.9-7506,LC,0.66,0.26,0.10,0.04,0.18,0.07,0.51,0.29,0.22,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,2.83
J0113.0-3554,1,18.256,-35.901,0.126,0.101,14,7.7,0.3,4.7,2.50,PL,T,,2FGL J0113.2-3557,,fsrq,PMN J0113-3551,Simbad,J0113.0-3554,LC,0.73,0.22,0.16,0.04,0.34,0.09,0.03,0.26,0.14,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.09
J0113.4+4948,2,18.372,49.815,0.054,0.049,-34,12.2,0.9,10.4,2.30,PL,,,2FGL J0113.7+4948,,fsrq,S4 0110+49,Simbad,J0113.4p4948,LC,1.47,0.36,0.35,0.06,0.62,0.13,1.60,0.45,0.50,0.22,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,2.58
J0114.8+1326,2,18.716,13.434,0.044,0.041,-88,19.0,1.3,14.5,2.08,PL,T,,2FGL J0114.7+1326,,bll,GB6 J0114+1325,Simbad,J0114.8p1326,LC,0.90,0.28,0.42,0.05,0.73,0.12,2.71,0.54,1.21,0.35,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,3.71
J0114.8+1917,1,18.710,19.295,0.149,0.122,-86,4.1,0.2,2.9,2.31,PL,,,,,,,Simbad,J0114.8p1917,LC,0.43,0.34,0.03,0.04,0.20,0.09,0.46,0.26,0.12,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,2.30
J0115.7+0356,3,18.937,3.941,0.045,0.044,18,17.5,1.2,13.4,2.12,PL,,,2FGL J0115.4+0358,,bll,PMN J0115+0356,Simbad,J0115.7p0356,LC,0.97,0.29,0.41,0.05,0.71,0.12,2.82,0.56,0.72,0.29,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,3.97
J0115.8+2519,3,18.955,25.330,0.029,0.028,0,17.0,1.2,12.9,1.99,PL,,,1FHL J0115.6+2520,,bll,RX J0115.7+2519,Simbad,J0115.8p2519,LC,1.21,0.29,0.23,0.05,0.73,0.13,2.51,0.54,1.29,0.35,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,3.44
J0116.0-1134,2,19.013,-11.578,0.062,0.059,-68,19.9,1.2,15.1,2.34,PL,T,,2FGL J0116.0-1134,,fsrq,PKS 0113-118,Simbad,J0116.0-1134,LC,1.60,0.30,0.57,0.05,0.93,0.12,1.60,0.45,0.22,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,1.72
J0116.2-2744,1,19.066,-27.740,0.082,0.075,42,5.5,0.3,3.1,2.02,PL,,,,,bcu,1RXS J011555.6-274428,Simbad,J0116.2-2744,LC,0.01,0.25,0.07,0.04,0.24,0.09,0.53,0.30,0.28,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,2.21
J0116.3-6153,1,19.099,-61.891,0.044,0.040,36,9.9,0.4,4.7,1.96,PL,,,2FGL J0116.6-6153,,bll,SUMSS J011619-615343,Simbad,J0116.3-6153,LC,0.30,0.21,0.11,0.03,0.22,0.08,0.66,0.29,0.67,0.25,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,3.00
J0116.8+6913,1,19.220,69.228,0.434,0.228,-71,5.1,0.4,8.7,2.76,PL,,5,,,,,Simbad,J0116.8p6913,LC,2.42,0.72,0.43,0.09,0.23,0.14,0.31,0.32,0.00,0.13,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,1.35
